event_id,time,kind,customer_id,checkout_id
11594,8.176663795385586,arr,5909,2
11596,8.479194694329905,arr,5910,15
11598,8.756724384472188,arr,5911,13
11600,12.568307082556046,arr,5912,15
11601,16.87885690187155,arr,5913,7
11603,17.981984109334924,arr,5914,16
11605,18.764501412078044,arr,5915,3
11607,21.059787950948547,arr,5916,14
11609,21.688500841259486,arr,5917,8
11611,26.11322484273736,arr,5918,1
11613,28.358673422904157,arr,5919,3
11602,28.966221837880667,dep,5913,7
11614,29.485362696076244,arr,5920,9
11616,34.35338664793692,arr,5921,18
11618,38.32262290396656,arr,5922,8
11619,39.30279482479404,arr,5923,16
11620,39.88287050034963,arr,5924,7
11608,46.455958581162214,dep,5916,14
11622,53.86801744949657,arr,5925,14
11624,55.2601643381719,arr,5926,11
11625,58.700910107393916,dep,5926,11
11599,58.80135902407128,dep,5911,13
11626,60.07563532548295,arr,5927,7
11612,60.497079594495574,dep,5918,1
11621,73.67675011297874,dep,5924,7
11610,74.08608503085432,dep,5917,8
11627,78.66022511064217,arr,5928,12
11604,80.1735240631391,dep,5914,16
11631,82.00833486451286,arr,5929,10
11634,83.1705757159533,arr,5930,1
11635,85.6984128572157,dep,5930,1
11636,86.0443263040829,arr,5931,17
11623,86.1902217436919,dep,5925,14
11615,90.32510033057783,dep,5920,9
11638,90.64330547083658,arr,5932,6
11640,91.05519358409938,arr,5933,7
11632,96.86593726338242,dep,5923,16
11641,97.06326975433007,arr,5934,4
11643,97.71870584846869,arr,5935,17
11645,98.87105353447116,arr,5936,10
11646,99.93796157879484,arr,5937,13
11647,101.21488377389237,dep,5937,13
11642,106.28644514942816,dep,5934,4
11648,107.81953655524875,arr,5938,12
11649,114.98204969321472,arr,5939,9
11651,117.52630708569883,arr,5940,14
11639,120.28345937419763,dep,5932,6
11653,125.03351792942985,arr,5941,1
11655,126.11936401094476,arr,5942,4
11597,126.92602765502697,dep,5910,15
11654,130.4667895578598,dep,5941,1
11657,133.67859016418134,arr,5943,9
11659,134.27691492078654,arr,5944,17
11661,135.674904933986,arr,5945,13
11663,139.07577415918774,arr,5946,2
11662,143.1778824762756,dep,5945,13
